#\begin{deluxetable}{lcc}
#\tabletypesize{\scriptsize}
#\tablecaption{Measured \HI\ terminal velocities, $v_{LSR}$, as a function of Galactic longitude, $l$, from the VGPS.  The third column gives the terminal velocities, $v_{mod}$, predicted by the rotation curve defined in Equation \ref{eq:rotfit}.
#\label{tab:termvels}}
#\tablewidth{0pt}
#\tablehead{\colhead{$l$ (deg)} & \colhead{$v_{LSR}$ (\kms)} & \colhead{$v_{mod}$ (\kms)}}
#\startdata
57.542   &   44.16    &    41.69 
57.608   &   44.16    &    41.58 
57.672   &   44.16    &    41.47 
57.738   &   44.16    &    41.36 
57.803   &   44.41    &    41.25 
57.868   &   44.53    &    41.14 
57.932   &   44.74    &    41.03 
57.998   &   44.53    &    40.92 
58.062   &   44.26    &    40.81 
58.128   &   44.26    &    40.70 
58.192   &   45.03    &    40.59 
58.258   &   45.08    &    40.48 
58.322   &   45.08    &    40.37 
58.387   &   44.74    &    40.26 
58.452   &   44.49    &    40.16 
58.518   &   44.49    &    40.05 
58.582   &   44.49    &    39.94 
58.648   &   44.49    &    39.83 
58.712   &   43.90    &    39.72 
58.777   &   43.63    &    39.62 
58.843   &   43.63    &    39.51 
58.907   &   43.79    &    39.40 
58.973   &   43.79    &    39.29 
59.037   &   43.42    &    39.19 
59.103   &   43.14    &    39.08 
59.167   &   43.22    &    38.98 
59.233   &   42.91    &    38.87 
59.297   &   42.84    &    38.77 
59.363   &   42.60    &    38.66 
59.428   &   41.27    &    38.55 
59.493   &   41.06    &    38.45 
59.557   &   39.83    &    38.34 
59.623   &   38.74    &    38.24 
59.687   &   38.74    &    38.13 
59.753   &   38.74    &    38.03 
59.817   &   38.94    &    37.93 
59.883   &   39.31    &    37.82 
59.947   &   39.69    &    37.72 
60.012   &   39.83    &    37.62 
60.077   &   39.83    &    37.51 
60.143   &   39.85    &    37.41 
60.207   &   40.13    &    37.31 
60.273   &   39.85    &    37.20 
60.337   &   39.64    &    37.10 
60.402   &   39.64    &    37.00 
60.468   &   39.64    &    36.89 
60.532   &   40.27    &    36.79 
60.598   &   40.46    &    36.69 
60.662   &   40.46    &    36.59 
60.728   &   39.01    &    36.49 
60.792   &   39.01    &    36.39 
60.858   &   39.28    &    36.29 
60.922   &   39.28    &    36.19 
60.988   &   39.03    &    36.09 
61.053   &   38.22    &    35.99 
61.118   &   38.22    &    35.89 
61.182   &   38.22    &    35.79 
61.248   &   38.21    &    35.69 
61.312   &   37.94    &    35.59 
61.378   &   37.84    &    35.49 
61.442   &   37.84    &    35.39 
61.508   &   38.67    &    35.29 
61.572   &   38.67    &    35.19 
61.637   &   38.01    &    35.09 
61.702   &   36.27    &    35.00 
61.768   &   35.52    &    34.90 
61.832   &   35.52    &    34.80 
61.898   &   35.52    &    34.70 
